desc,carbs,fat,fiber,protein,pps
McDonald's Baked Hot Apple Pie,35.00,11.00,4.00,2.00,6.50
McDonald's Chocolate Chip Cookie,23.00,7.00,1.00,2.00,4.40
McDonald's Oatmeal Raisin Cookie,22.00,5.00,1.00,2.00,3.80
McDonald's Chocolate Shake (Medium),104.00,17.00,1.00,14.00,17.00
McDonald's Chocolate Shake (Large),142.00,22.00,1.00,19.00,22.90
McDonald's Vanilla Cone,32.00,5.00,0.00,5.00,5.30
McDonald's Kiddie Cone,8.00,1.00,0.00,1.00,1.20
McDonald's Hot Fudge Sundae,53.00,14.00,3.00,10.00,10.10
McDonald's Hot Caramel Sundae,61.00,12.00,1.00,9.00,10.50
McDonald's Strawberry Sundae,50.00,10.00,1.00,8.00,8.70
McDonald's McFlurry with M&M'S Chocolate Candies,96.00,22.00,2.00,13.00,17.20
McDonald's McFlurry with Oreo Cookies,80.00,17.00,1.00,12.00,14.20
McDonald's Chocolate Shake (Small),87.00,15.00,1.00,12.00,14.40
McDonald's Vanilla Shake (Small),79.00,14.00,0.00,11.00,13.30
McDonald's Strawberry Shake (Small),80.00,15.00,0.00,12.00,13.70
McDonald's Egg Nog Shake (Small),74.00,13.00,0.00,10.00,12.40
McDonald's Strawberry & Crème Pie,34.00,15.00,2.00,3.00,7.70
McDonald's Sugar Cookie,21.00,7.00,0.00,2.00,4.30
McDonald's Shamrock Shake (Small),74.00,13.00,0.00,10.00,12.40
McDonald's McFlurry with M&M'S Chocolate Candies (Snack Size),64.00,15.00,1.00,9.00,11.60
McDonald's McFlurry with Oreo Cookies (Snack Size),53.00,11.00,0.00,8.00,9.40
McDonald's Strawberry Shake (Medium),95.00,18.00,0.00,14.00,16.30
McDonald's Strawberry Shake (Large),130.00,23.00,0.00,19.00,21.90
McDonald's Vanilla Shake (Medium),96.00,17.00,0.00,13.00,16.10
McDonald's Vanilla Shake (Large),131.00,22.00,0.00,18.00,21.70
McDonald's Egg Nog Shake (Medium),91.00,16.00,0.00,12.00,15.20
McDonald's Egg Nog Shake (Large),132.00,22.00,0.00,19.00,21.90
McDonald's Shamrock Shake (Medium),91.00,16.00,0.00,12.00,15.20
McDonald's Shamrock Shake (Large),131.00,22.00,0.00,19.00,21.80
McDonald's McFlurry with Reese's Peanut Butter Cup,86.00,24.00,2.00,16.00,16.90
McDonald's Sweet Potato and Creme Pie,32.00,16.00,1.00,3.00,7.80
McDonald's Pumpkin and Creme Pie,31.00,16.00,1.00,3.00,7.70
McDonald's McFlurry with Twix,107.00,17.00,1.00,13.00,17.20
McDonald's McFlurry with Twix (Snack Size),80.00,12.00,0.00,9.00,12.70
McDonald's Twist Cone,26.00,4.00,1.00,4.00,4.20
McDonald's Mint Chocolate Chip Ice Cream (1 scoop),34.00,19.00,1.00,5.00,9.00
McDonald's Fried Coconut (Haupia) Pie,29.00,17.00,1.00,2.00,7.60
McDonald's Chocolate Ice Cream (1 scoop),30.00,15.00,1.00,5.00,7.50
McDonald's Chocolate Cone (Large),53.00,9.00,2.00,9.00,8.80
McDonald's Peaches and Creme Pie,36.00,16.00,1.00,3.00,8.20
McDonald's Plain Sundae,32.00,6.00,0.00,6.00,5.60
McDonald's Waffle Cone Sundae With Fudge Topping,73.00,12.00,3.00,9.00,11.70
McDonald's Udderly Chocolate Ice Cream (1 scoop),37.00,17.00,1.00,5.00,8.80
McDonald's Orange Sherbet (1 scoop),42.00,3.00,0.00,2.00,5.60
McDonald's Vanilla Bean Ice Cream (1 scoop),30.00,17.00,0.00,5.00,8.10
McDonald's Fried Taro Pie,34.00,11.00,2.00,2.00,6.60
McDonald's Marionberry Pie Ice Cream (1 scoop),33.00,17.00,0.00,5.00,8.40
McDonald's Chocolate Cone,29.00,4.50,1.00,5.00,4.70
McDonald's Caramel Butter Pecan Ice Cream (1 scoop),34.00,20.00,1.00,5.00,9.20
McDonald's Guava and Creme Pie,35.00,15.00,2.00,3.00,7.80
McDonald's Vanilla Cone (Large),48.00,8.00,0.00,8.00,8.10
McDonald's Twist Cone (Large),48.00,8.00,1.00,8.00,8.00
McDonald's Oregon Strawberry Ice Cream (1 scoop no cone),37.00,16.00,1.00,5.00,8.50
McDonald's Turtle Brownie Sundae,93.00,23.00,3.00,10.00,16.80
McDonald's Chocolate Peanut Butter Ice Cream (1 scoop),35.00,21.00,2.00,6.00,9.60
McDonald's McFlurry with Kit Kat (Regular),101.00,25.00,2.00,15.00,18.70
McDonald's Strawberry Shortcake Sundae,65.00,12.00,1.00,7.00,10.80
McDonald's Birthday Cake Dipped Cone,35.00,12.00,0.00,5.00,7.40
McDonald's Coffee Almond Fudge Ice Cream (1 scoop),32.00,18.00,1.00,5.00,8.50
McDonald's Cookie Dough Ice Cream (1 scoop),40.00,17.00,1.00,5.00,9.10
McDonald's Caramel Sundae Waffle Cone,78.00,8.00,1.00,8.00,11.30
McDonald's Hot Fudge Sundae Compostable Packaging,46.00,13.00,3.00,8.00,8.90
McDonald's Cinnamon Coffee Cake Muffin,67.00,19.00,2.00,4.00,12.40
McDonald's Tuxedo Coffee Cake,21.00,8.00,1.00,2.00,4.50
McDonald's Fried Guava Pie,35.00,7.00,1.00,2.00,5.70
McDonald's Mixed Berry and Lemon Creme Pie,35.00,16.00,2.00,3.00,8.10
McDonald's Chocolate Dipped Twist Ice Cream Cone,41.00,11.00,1.00,6.00,7.80
McDonald's Chocolate Dipped Chocolate Ice Cream Cone,42.00,11.00,2.00,6.00,7.80
McDonald's Baked Cherry and Creme Pie,35.00,15.00,1.00,3.00,7.90
McDonald's Oreo McFlurry Sandwich,99.00,26.00,2.00,12.00,18.50
McDonald's M&M McFlurry Sandwich,110.00,29.00,3.00,13.00,20.50
McDonald's Hot Caramel Sundae Compostable Packaging,54.00,10.00,1.00,7.00,9.10
McDonald's Strawberry Sundae Compostable Packaging,3.00,80.00,14.00,6.00,20.30
McDonald's Fruit 'n Yogurt Parfait,30.00,2.00,1.00,4.00,4.10
McDonald's Sausage McMuffin with Egg,30.00,30.00,2.00,21.00,12.80
McDonald's Hotcakes and Sausage,103.00,35.00,2.00,16.00,21.60
McDonald's Sausage Burrito,26.00,16.00,1.00,13.00,8.10
McDonald's Egg McMuffin,30.00,12.00,2.00,18.00,7.90
McDonald's Bacon Egg & Cheese Biscuit,40.00,24.00,2.00,18.00,12.00
McDonald's Sausage Biscuit,36.00,30.00,2.00,11.00,12.50
McDonald's Sausage Biscuit with Egg,38.00,34.00,2.00,17.00,14.30
McDonald's Bacon Egg & Cheese McGriddles,45.00,18.00,2.00,18.00,11.10
McDonald's Sausage McGriddles,42.00,24.00,1.00,11.00,11.70
McDonald's Sausage Egg & Cheese McGriddles,45.00,32.00,2.00,20.00,14.80
McDonald's Hotcakes,102.00,16.00,2.00,9.00,16.00
McDonald's Hash Browns,16.00,9.00,1.00,1.00,4.10
McDonald's Sausage McMuffin,31.00,230.00,10.00,14.00,62.90
McDonald's Fruit 'n Yogurt Parfait,30.00,2.00,1.00,4.00,4.10
McDonald's Hotcakes and Sausage,103.00,35.00,2.00,16.00,21.60
McDonald's Sausage Burrito,26.00,16.00,1.00,13.00,8.10
McDonald's Bacon Egg & Cheese Biscuit,40.00,24.00,2.00,18.00,12.00
McDonald's Sausage Biscuit,36.00,30.00,2.00,11.00,12.50
McDonald's Sausage Biscuit with Egg,38.00,34.00,2.00,17.00,14.30
McDonald's Bacon Egg & Cheese McGriddles,45.00,18.00,2.00,18.00,11.10
McDonald's Sausage McGriddles,42.00,24.00,1.00,11.00,11.70
McDonald's Sausage Egg & Cheese McGriddles,45.00,32.00,2.00,20.00,14.80
McDonald's Hotcakes,102.00,16.00,2.00,9.00,16.00
McDonald's Hash Browns,13.00,80.00,5.00,1.00,21.60
McDonald's Fruit 'n Yogurt Parfait,30.00,2.00,1.00,4.00,4.10
McDonald's Sausage McMuffin with Egg,30.00,30.00,2.00,21.00,12.80
McDonald's Hotcakes and Sausage,103.00,35.00,2.00,16.00,21.60
McDonald's Sausage Burrito,26.00,16.00,1.00,13.00,8.10
McDonald's Egg McMuffin,30.00,12.00,2.00,18.00,7.90
McDonald's Hotcakes,102.00,16.00,2.00,9.00,16.00
McDonald's Hash Browns,16.00,9.00,1.00,1.00,4.10
McDonald's Sausage McMuffin,31.00,230.00,10.00,14.00,62.90
McDonald's Hamburger,31.00,8.00,1.00,13.00,6.60
McDonald's Chicken McNuggets (6 piece),16.00,16.00,1.00,15.00,7.20
McDonald's Chicken McNuggets (4 piece),14.00,100.00,4.00,10.00,27.80
McDonald's Apple Slices,4.00,0.00,0.00,0.00,0.40
McDonald's Go-GURT Strawberry Flavored Low Fat Yogurt Tube,1.00,5.00,3.00,3.00,1.40
McDonald's One-percent Low Fat Milk Jug,12.00,2.50,0.00,8.00,2.70
McDonald's Honest Kids Appley Ever After (Box 6 fl oz Drink Box),0.00,0.00,3.00,0.00,-0.20
McDonald's Chicken McNuggets (6 piece),21.00,140.00,5.00,15.00,39.20
McDonald's Fat Free Chocolate Milk Jug,23.00,0.00,0.00,9.00,3.40
McDonald's One-percent Low Fat Milk Jug,5.00,20.00,4.00,8.00,6.10
McDonald's Apple Slices,4.00,0.00,0.00,0.00,0.40
McDonald's Go-GURT Strawberry Flavored Low Fat Yogurt Tube,1.00,5.00,3.00,3.00,1.40
McDonald's Triple Cheeseburger,35.00,28.00,2.00,32.00,13.80
McDonald's Filet-O-Fish,38.00,19.00,2.00,17.00,10.50
McDonald's Quarter Pounder with Cheese,41.00,27.00,3.00,31.00,14.00
McDonald's Chicken McNuggets (10 piece),35.00,240.00,9.00,24.00,66.90
McDonald's Apple Slices,4.00,0.00,0.00,0.00,0.40
McDonald's Hamburger,31.00,8.00,1.00,13.00,6.60
McDonald's Cheeseburger,33.00,12.00,2.00,15.00,7.90
McDonald's Chicken McNuggets (6 piece),16.00,16.00,1.00,15.00,7.20
McDonald's Fat Free Chocolate Milk Jug,23.00,0.00,0.00,9.00,3.40
McDonald's One-percent Low Fat Milk Jug,12.00,2.50,0.00,8.00,2.70
McDonald's Chicken McNuggets (4 piece),11.00,11.00,1.00,10.00,4.90
McDonald's Go-GURT Strawberry Flavored Low Fat Yogurt Tube,1.00,5.00,3.00,3.00,1.40
McDonald's Signature Sriracha Burger on Artisan Roll,57.00,35.00,3.00,32.00,17.90
McDonald's Sweet BBQ Bacon Burger on Sesame Seed Bun,52.00,38.00,3.00,38.00,18.70
McDonald's Sweet BBQ Bacon Artisan Grilled Chicken on Sesame Seed Bun,52.00,23.00,3.00,46.00,15.60
McDonald's Sweet BBQ Bacon Buttermilk Crispy Chicken on Artisan Roll,80.00,39.00,5.00,42.00,22.30
McDonald's Sweet BBQ Bacon Burger on Artisan Roll,62.00,40.00,3.00,42.00,20.70
McDonald's Sweet BBQ Bacon Artisan Grilled Chicken on Artisan Roll,61.00,25.00,3.00,50.00,17.50
McDonald's Pico Guacamole Burger on Artisan Roll,51.00,36.00,4.00,34.00,17.60
McDonald's Pico Guacamole Burger on Sesame Seed Bun,41.00,33.00,4.00,29.00,15.30
McDonald's Sweet BBQ Bacon Buttermilk Crispy Chicken on Sesame Seed Bun,71.00,36.00,5.00,37.00,20.00
McDonald's Pico Guacamole Artisan Grilled Chicken on Sesame Seed Bun,40.00,18.00,3.00,38.00,12.30
McDonald's Pico Guacamole Artisan Grilled Chicken on Artisan Roll,50.00,20.00,4.00,42.00,14.20
McDonald's Signature Sriracha Buttermilk Crispy Chicken on Artisan Roll,75.00,36.00,5.00,34.00,20.20
McDonald's Pico Guacamole Buttermilk Crispy Chicken on Sesame Seed Bun,59.00,32.00,5.00,29.00,17.00
McDonald's Signature Sriracha Artisan Grilled Chicken on Artisan Roll,56.00,22.00,3.00,43.00,15.50
McDonald's Pico Guacamole Buttermilk Crispy Chicken on Artisan Roll,69.00,34.00,6.00,33.00,18.90
McDonald's Sweet BBQ Bacon Buttermilk Crispy Chicken on Texas Toast,80.00,36.00,5.00,39.00,21.20
McDonald's Pico Guacamole Artisan Grilled Chicken on Texas Toast,49.00,17.00,4.00,40.00,13.10
McDonald's Sweet BBQ Bacon Burger on Texas Toast,61.00,38.00,3.00,40.00,19.90
McDonald's Sweet BBQ Bacon Artisan Grilled Chicken on Texas Toast,61.00,22.00,3.00,48.00,16.50
McDonald's Pico Guacamole Buttermilk Crispy Chicken on Texas Toast,68.00,31.00,5.00,31.00,17.90
McDonald's Buffalo Bacon Burger on Artisan Roll,46.00,33.00,3.00,37.00,16.70
McDonald's Swiss Mushroom Melt Burger on Artisan Roll,47.00,33.00,3.00,36.00,16.70
McDonald's Buffalo Bacon Artisan Grilled Chicken on Artisan Roll,45.00,17.00,3.00,45.00,13.20
McDonald's Swiss Mushroom Melt Buttermilk Crispy Chicken on Artisan Roll,66.00,32.00,5.00,37.00,18.50
McDonald's Swiss Mushroom Melt Artisan Grilled on Artisan Roll,47.00,19.00,3.00,46.00,14.00
McDonald's Buffalo Bacon Buttermilk Crispy Chicken on Artisan Roll,64.00,31.00,4.00,36.00,18.00
McDonald's Garlic White Cheddar Double Burger on Artisan Roll,49.00,55.00,3.00,57.00,24.50
McDonald's Garlic White Cheddar Artisan Grilled Chicken on Texas Toast,47.00,19.00,3.00,42.00,13.70
McDonald's Garlic White Cheddar Buttermilk Crispy Chicken on Texas Toast,66.00,33.00,4.00,33.00,18.40
McDonald's Garlic White Cheddar Burger on Texas Toast,47.00,33.00,3.00,31.00,16.20
McDonald's Garlic White Cheddar Buttermilk Crispy Chicken on Artisan Roll,67.00,34.00,5.00,33.00,18.70
McDonald's Garlic White Cheddar Burger on Artisan Roll,49.00,35.00,3.00,33.00,17.20
McDonald's Garlic White Cheddar Artisan Grilled Chicken on Artisan Roll,48.00,180.00,16.00,42.00,54.00
McDonald's Sausage Egg & Cheese McGriddles,45.00,32.00,2.00,20.00,14.80
McDonald's Filet-O-Fish,38.00,19.00,2.00,17.00,10.50
McDonald's Big Mac,45.00,28.00,3.00,25.00,14.20
McDonald's Chicken McNuggets (10 piece),35.00,240.00,9.00,24.00,66.90
McDonald's Sausage Egg & Cheese McGriddles,45.00,32.00,2.00,20.00,14.80
McDonald's Filet-O-Fish,38.00,19.00,2.00,17.00,10.50
McDonald's Big Mac,45.00,28.00,3.00,25.00,14.20
McDonald's Chicken McNuggets (10 piece),26.00,27.00,2.00,24.00,11.80
Chick-Fil-A Chargrilled Chicken Club Sandwich,37.00,16.00,3.00,37.00,11.30
Chick-Fil-A Chargrilled Chicken Sandwich,36.00,6.00,3.00,29.00,7.90
Chick-Fil-A Chick-n-Slider,26.00,11.00,1.00,16.00,7.10
Chick-Fil-A 1 Piece Chick-n-Strips,6.00,6.00,0.00,11.00,3.20
Chick-Fil-A 2 Piece Chick-n-Strips,13.00,12.00,1.00,22.00,6.50
Chick-Fil-A 3 Piece Chick-n-Strips,22.00,17.00,1.00,28.00,9.30
Chick-Fil-A 4 piece Chick-n-Strips,29.00,23.00,1.00,37.00,12.40
Chick-Fil-A Chicken Deluxe,42.00,23.00,3.00,31.00,13.10
Chick-Fil-A 4 piece Chicken Nuggets,5.00,6.00,1.00,14.00,3.30
Chick-Fil-A 6 piece Chicken Nuggets,7.00,9.00,1.00,21.00,4.90
Chick-Fil-A 8 piece Chicken Nuggets,9.00,12.00,1.00,28.00,6.60
Chick-Fil-A 12 piece Chicken Nuggets,14.00,18.00,2.00,41.00,9.80
Chick-Fil-A 30 piece Chicken Nuggets,35.00,46.00,4.00,103.00,24.90
Chick-Fil-A Chicken Salad Sandwich,55.00,19.00,5.00,28.00,13.10
Chick-Fil-A Chicken Sandwich,40.00,19.00,2.00,28.00,11.70
Chick-Fil-A 4 Piece Grilled Chicken Nuggets,1.00,2.00,0.00,13.00,1.80
Chick-Fil-A 6 Piece Grilled Chicken Nuggets,2.00,3.00,0.00,19.00,2.70
Chick-Fil-A 8 piece Grilled Chicken Nuggets,2.00,4.00,0.00,25.00,3.60
Chick-Fil-A 12 Piece Grilled Chicken Nuggets,3.00,5.00,0.00,38.00,5.10
Chick-Fil-A Spicy Grilled Chicken Sub Sandwich,47.00,12.00,5.00,33.00,10.90
Chick-Fil-A Regular Grilled Chicken Sub Sandwich,48.00,13.00,4.00,34.00,11.40
Chick-Fil-A Smokehouse BBQ Bacon Sandwich,46.00,18.00,2.00,33.00,12.60
Chick-Fil-A Spicy Chicken Sandwich,41.00,19.00,1.00,29.00,12.00
Chick-Fil-A Spicy Deluxe,43.00,25.00,2.00,34.00,14.10
Chick-Fil-A Bacon Platter,52.00,33.00,2.00,23.00,16.10
"Chick-Fil-A Bacon, Egg & Cheese Biscuit",44.00,27.00,2.00,21.00,13.50
Chick-Fil-A 3 Piece Chick-n-Minis,30.00,10.00,1.00,16.00,7.30
Chick-Fil-A 4 Piece Chick-n-Minis,41.00,14.00,2.00,21.00,9.90
Chick-Fil-A Chicken Biscuit,47.00,20.00,3.00,17.00,11.60
Chick-Fil-A Chicken Breakfast Burrito,43.00,20.00,2.00,24.00,11.90
Chick-Fil-A Chicken Platter,58.00,37.00,2.00,30.00,18.50
"Chick-Fil-A Chicken, Egg & Cheese on Sunflower Multigrain Bagel",49.00,20.00,3.00,29.00,12.90
Chick-Fil-A Cinnamon Cluster,63.00,17.00,2.00,7.00,11.80
Chick-Fil-A Bacon Egg & Cheese English Muffin,32.00,12.00,1.00,16.00,8.00
Chick-Fil-A Sausage Egg & Cheese English Muffin,32.00,30.00,2.00,20.00,12.90
Chick-Fil-A Egg White Grill,31.00,7.00,1.00,25.00,7.40
Chick-Fil-A Spicy Chicken Hash Brown Scramble Burrito,,,,,#VALUE!
Chick-Fil-A Sausage Hash Brown Scramble Burrito,16.00,33.00,0.00,21.00,12.20
Chick-Fil-A Chicken Nuggets Hash Brown Scramble Burrito,35.00,29.00,0.00,34.00,14.40
Chick-Fil-A Hot Buttered Biscuit,41.00,14.00,2.00,5.00,8.40
Chick-Fil-A Multigrain Oatmeal,28.00,3.00,4.00,0.00,3.50
Chick-Fil-A Multigrain Oatmeal w/ Fruit,29.00,3.00,4.00,0.00,3.60
Chick-Fil-A Sausage Breakfast Burrito,40.00,28.00,2.00,23.00,13.50
Chick-Fil-A Sausage Egg and Cheese Biscuit,44.00,44.00,2.00,23.00,18.10
Chick-Fil-A Sausage Platter,52.00,54.00,2.00,28.00,22.00
Chick-Fil-A Spicy Chicken Biscuit,50.00,20.00,2.00,16.00,11.90
Chick-Fil-A Sunflower Multigrain Bagel,41.00,3.00,2.00,7.00,5.70
Chick-Fil-A Chargrilled Chicken Cool Wrap,29.00,14.00,15.00,37.00,9.00
Chick-Fil-A Chocolate Chunk Cookie,45.00,14.00,2.00,4.00,8.70
Chick-Fil-A Small Chocolate Milkshake,90.00,23.00,1.00,13.00,16.90
Chick-Fil-A Large Chocolate Milkshake,113.00,28.00,1.00,16.00,21.00
Chick-Fil-A Small Cookies & Cream Milkshake,81.00,26.00,1.00,14.00,16.80
Chick-Fil-A Large Cookies & Cream Milkshake,100.00,33.00,1.00,17.00,20.90
Chick-Fil-A Small Diet Frosted Key Lime,50.00,6.00,3.00,6.00,7.30
Chick-Fil-A Large Diet Frosted Key Lime,64.00,7.00,4.00,7.00,9.10
Chick-Fil-A Small Frosted Coffee,41.00,6.00,,7.00,6.70
Chick-Fil-A Large Frosted Coffee,52.00,7.00,,8.00,8.20
Chick-Fil-A Small Frosted Key Lime,66.00,6.00,3.00,6.00,9.10
Chick-Fil-A Large Frosted Key Lime,89.00,7.00,4.00,7.00,11.90
Chick-Fil-A Small Frosted Sunrise,60.00,5.00,,7.00,8.50
Chick-Fil-A Large Frosted Sunrise,74.00,7.00,,9.00,10.70
Chick-Fil-A Icedream Ice Cream Cone,31.00,4.00,0.00,5.00,4.90
Chick-Fil-A Icedream Ice Cream Cup,50.00,7.00,0.00,8.00,8.00
Chick-Fil-A Small Peppermint Chocolate Chip Milkshake,103.00,23.00,1.00,12.00,18.20
Chick-Fil-A Large Peppermint Chocolate Chip Milkshake,146.00,29.00,1.00,15.00,24.80
Chick-Fil-A Small Strawberry Milkshake,93.00,23.00,1.00,13.00,17.20
Chick-Fil-A Large Strawberry Milkshake,118.00,28.00,1.00,16.00,21.50
Chick-Fil-A Small Vanilla Milkshake,75.00,23.00,0.00,13.00,15.30
Chick-Fil-A Large Vanilla Milkshake,91.00,27.00,0.00,16.00,18.40
Chick-Fil-A Asian Salad,24.00,13.00,5.00,29.00,8.20
Chick-Fil-A Cobb Salad,22.00,22.00,5.00,39.00,11.30
Chick-Fil-A Market Salad Vegetarian,24.00,11.00,6.00,6.00,5.50
Chick-Fil-A Market Salad with Spicy Grilled Chicken,27.00,14.00,6.00,29.00,8.70
Chick-Fil-A Market Salad with Grilled Chicken,25.00,15.00,6.00,27.00,8.60
Chick-Fil-A Market Salad with Grilled Nuggets,26.00,15.00,6.00,31.00,9.10
Chick-Fil-A Market Salad with Nuggets,33.00,24.00,7.00,34.00,12.30
Chick-Fil-A Market Salad with Chick-n-Strips,46.00,29.00,7.00,34.00,15.10
Chick-Fil-A Spicy Southwest Salad without meat,35.00,17.00,,14.00,9.50
Chick-Fil-A Spicy Southwest Salad with Spicy Grilled Cod,37.00,19.00,,34.00,12.10
Chick-Fil-A Spicy Southwest Salad with Grilled Cod,37.00,20.00,,35.00,12.40
Chick-Fil-A Spicy Southwest Salad with Grilled Nuggets,37.00,21.00,,39.00,13.10
Chick-Fil-A Spicy Southwest Salad with Chicken Nuggets,44.00,30.00,,42.00,16.40
Chick-Fil-A Spicy Southwest Salad with Chick-n-Strips,56.00,35.00,,42.00,19.00
Chick-Fil-A Barbecue Sauce,11.00,0.00,0.00,0.00,1.20
Chick-Fil-A Chick-fil-A Sauce,6.00,13.00,0.00,0.00,4.00
Chick-Fil-A Garlic & Herb Ranch Sauce,1.00,14.00,,,3.70
Chick-Fil-A Honey Mustard Sauce,11.00,0.00,0.00,0.00,1.20
Chick-Fil-A Polynesian Sauce,14.00,6.00,0.00,0.00,3.10
Chick-Fil-A Sriracha Sauce,10.00,,,,1.10
Chick-Fil-A Zesty Buffalo Sauce,1.00,5.00,,,1.40
Chick-Fil-A Chicken Salad Cup,7.00,24.00,2.00,28.00,9.40
Chick-Fil-A Medium Chicken Tortilla Soup,29.00,6.00,15.00,22.00,5.50
Chick-Fil-A Large Chicken Tortilla Soup,62.00,13.00,33.00,47.00,11.80
Chick-Fil-A Cole Slaw,19.00,31.00,3.00,2.00,10.00
Chick-Fil-A Fruit Cup,12.00,0.00,2.00,1.00,1.20
Chick-Fil-A Hearty Breast of Chicken Soup,19.00,4.00,2.00,7.00,3.60
Chick-Fil-A Small Kale Superfood Side,16.00,7.00,2.00,3.00,3.70
Chick-Fil-A Large Kale Superfood Side,23.00,8.00,2.00,4.00,4.80
Chick-Fil-A Side Salad,5.00,5.00,2.00,5.00,2.10
Chick-Fil-A Small Waffle Fries,33.00,14.00,4.00,4.00,7.30
Chick-Fil-A Medium Waffle Fries,43.00,18.00,5.00,5.00,9.40
Chick-Fil-A Large Waffle Fries,56.00,24.00,7.00,6.00,12.30
Chick-Fil-A Waffle Potato Chips,25.00,13.00,2.00,3.00,6.20
Chick-Fil-A Yogurt Parfait with Harvest Nut Granola,53.00,6.00,1.00,7.00,7.90
Arby’s 5 meat Mega Stack,53.00,47.00,4.00,65.00,23.60
Arby’s Arby's Melt,40.00,11.00,2.00,18.00,8.70
Arby’s Arby-Q Sandwich,58.00,10.00,3.00,18.00,10.30
Arby’s Classic Arbynator,58.00,25.00,4.00,25.00,14.80
Arby’s Double Arbynator,59.00,35.00,4.00,40.00,18.80
Arby’s Half Pound Arbynator,60.00,42.00,4.00,51.00,21.70
Arby’s Beef 'n Cheddar Classic,45.00,20.00,2.00,23.00,12.00
Arby’s Beef 'n Cheddar Mid,48.00,32.00,2.00,39.00,16.90
Arby’s Bourbon BBQ Brisket Sandwich,51.00,33.00,2.00,38.00,17.40
Arby’s Bourbon BBQ Chicken Sandwich,66.00,31.00,3.00,38.00,18.50
Arby’s Bourbon BBQ Steak Sandwich,66.00,31.00,3.00,38.00,18.50
Arby’s Buttermilk Buffalo Chicken Sandwich,53.00,24.00,2.00,29.00,14.50
Arby’s Buttermilk Chicken Bacon & Swiss,56.00,31.00,2.00,39.00,17.50
Arby’s Buttermilk Chicken Cordon Bleu Sandwich,53.00,35.00,1.00,41.00,18.50
Arby’s Buttermilk Crispy Chicken Sandwich,52.00,26.00,2.00,29.00,14.90
Arby’s Cajun Deep Fried Turkey Sandwich,45.00,18.00,2.00,25.00,11.70
Arby’s Cajun Fish Sandwich,63.00,29.00,3.00,20.00,16.00
Arby’s Classic French Dip & Swiss/Au Jus,50.00,23.00,2.00,35.00,14.50
Arby’s Classic Roast Beef,37.00,14.00,2.00,23.00,9.60
Arby’s Deep Fried Turkey BLT,38.00,28.00,3.00,35.00,14.30
Arby’s Double Roast Beef,38.00,24.00,2.00,38.00,13.70
Arby’s Fire-Roasted Philly Steak,46.00,32.00,3.00,42.00,16.90
Arby’s Grand Turkey Club,37.00,24.00,2.00,30.00,12.80
Arby’s Greek Gyro,55.00,44.00,4.00,23.00,19.10
Arby’s Half Pound Beef 'n Cheddar Sandwich,48.00,39.00,2.00,49.00,19.60
Arby’s Half Pound French Dip & Swiss,51.00,36.00,2.00,55.00,19.80
Arby’s Half Pound Roast Beef Sandwich,38.00,30.00,2.00,48.00,16.10
Arby’s Ham & Swiss Melt,37.00,9.00,2.00,18.00,7.90
Arby’s Loaded Italian Sandwich,49.00,40.00,3.00,32.00,18.30
Arby’s Pecan Chicken Salad Flatbread,53.00,46.00,4.00,22.00,19.30
Arby’s Pecan Chicken Salad Sandwich,81.00,44.00,6.00,33.00,22.70
Arby’s 2 piece Prime-Cut Chicken Tenders,19.00,11.00,1.00,16.00,6.30
Arby’s 3 piece Prime-Cut Chicken Tenders,28.00,17.00,2.00,23.00,9.40
Arby’s 5 piece Prime-Cut Chicken Tenders,47.00,28.00,3.00,39.00,15.70
Arby’s Reuben Sandwich,62.00,31.00,4.00,37.00,17.80
Arby’s Roast Beef Gyro,48.00,29.00,3.00,24.00,14.70
Arby’s Roast Turkey & Swiss Sandwich,79.00,28.00,5.00,38.00,19.00
Arby’s Roast Turkey & Swiss Wrap,39.00,27.00,4.00,30.00,13.70
"Arby’s Roast Turkey, Ranch & Bacon Sandwich",79.00,34.00,5.00,45.00,21.10
"Arby’s Roast Turkey, Ranch & Bacon Wrap",39.00,34.00,4.00,37.00,16.10
Arby’s Smoke Mountain w/ Beef Short Rib,62.00,35.00,4.00,43.00,19.40
Arby’s Smokehouse Beef Short Rib Sandwich,59.00,59.00,4.00,26.00,23.70
Arby’s Smokehouse Brisket,42.00,35.00,2.00,33.00,16.50
Arby’s Super Roast Beef,45.00,17.00,3.00,23.00,11.20
Arby’s The Gobbler,89.00,24.00,5.00,54.00,20.50
Arby’s Three Cheese Steak Sandwich,44.00,36.00,2.00,30.00,16.70
Arby’s Triple Decker Sandwich,83.00,51.00,5.00,62.00,27.50
Arby’s Turkey Avocado Club,80.00,28.00,6.00,41.00,19.30
Arby’s Turkey Gyro,48.00,20.00,3.00,25.00,12.50
Arby’s Ultimate BLT,80.00,55.00,6.00,43.00,26.40
Arby’s Buffalo Chicken Slider,31.00,13.00,2.00,12.00,7.70
Arby’s Chicken Tender 'n Cheese Slider,30.00,12.00,1.00,15.00,7.70
Arby’s Corned Beef 'n Cheese Slider,21.00,9.00,1.00,14.00,5.80
